temporada,producto,id_producto,id_ciudad,ciudad,unidades_vendidas,evento,fecha
verano,agua,2,4,tlaquepaque,127,0,17/07/2024
verano,agua,2,5,el_salto,124,0,17/07/2024
verano,agua,2,6,tlajomulco,134,0,17/07/2024
verano,bebida_energizante,4,1,zapopan,52,0,17/07/2024
verano,bebida_energizante,4,2,guadalajara,51,0,17/07/2024
verano,bebida_energizante,4,3,tonala,34,0,17/07/2024
verano,bebida_energizante,4,4,tlaquepaque,57,0,17/07/2024
verano,bebida_energizante,4,5,el_salto,66,0,17/07/2024
verano,bebida_energizante,4,6,tlajomulco,66,0,17/07/2024
verano,jugo,3,1,zapopan,81,0,17/07/2024
verano,jugo,3,2,guadalajara,57,0,17/07/2024
verano,jugo,3,3,tonala,97,0,17/07/2024
verano,jugo,3,4,tlaquepaque,81,0,17/07/2024
verano,jugo,3,5,el_salto,75,0,17/07/2024
verano,jugo,3,6,tlajomulco,92,0,17/07/2024
verano,refresco,1,1,zapopan,162,0,17/07/2024
verano,refresco,1,2,guadalajara,154,0,17/07/2024
verano,refresco,1,3,tonala,159,0,17/07/2024
verano,refresco,1,4,tlaquepaque,159,0,17/07/2024
verano,refresco,1,5,el_salto,165,0,17/07/2024
verano,refresco,1,6,tlajomulco,163,0,17/07/2024
verano,agua,2,1,zapopan,143,0,18/07/2024
verano,agua,2,2,guadalajara,125,0,18/07/2024
verano,agua,2,3,tonala,123,0,18/07/2024
verano,agua,2,4,tlaquepaque,148,0,18/07/2024
verano,agua,2,5,el_salto,141,0,18/07/2024
verano,agua,2,6,tlajomulco,133,0,18/07/2024
verano,bebida_energizante,4,1,zapopan,35,0,18/07/2024
verano,bebida_energizante,4,2,guadalajara,54,0,18/07/2024
verano,bebida_energizante,4,3,tonala,42,0,18/07/2024
verano,bebida_energizante,4,4,tlaquepaque,43,0,18/07/2024
verano,bebida_energizante,4,5,el_salto,45,0,18/07/2024
verano,bebida_energizante,4,6,tlajomulco,37,0,18/07/2024
verano,jugo,3,1,zapopan,92,0,18/07/2024
verano,jugo,3,2,guadalajara,76,0,18/07/2024
verano,jugo,3,3,tonala,82,0,18/07/2024
verano,jugo,3,4,tlaquepaque,81,0,18/07/2024
verano,jugo,3,5,el_salto,95,0,18/07/2024
verano,jugo,3,6,tlajomulco,77,0,18/07/2024
verano,refresco,1,1,zapopan,157,0,18/07/2024
verano,refresco,1,2,guadalajara,146,0,18/07/2024
verano,refresco,1,3,tonala,173,0,18/07/2024
verano,refresco,1,4,tlaquepaque,167,0,18/07/2024
verano,refresco,1,5,el_salto,158,0,18/07/2024
verano,refresco,1,6,tlajomulco,153,0,18/07/2024
verano,agua,2,1,zapopan,140,0,19/07/2024
verano,agua,2,2,guadalajara,128,0,19/07/2024
verano,agua,2,3,tonala,134,0,19/07/2024
verano,agua,2,4,tlaquepaque,128,0,19/07/2024
verano,agua,2,5,el_salto,119,0,19/07/2024
verano,agua,2,6,tlajomulco,140,0,19/07/2024
verano,bebida_energizante,4,1,zapopan,59,0,19/07/2024
verano,bebida_energizante,4,2,guadalajara,43,0,19/07/2024
verano,bebida_energizante,4,3,tonala,78,0,19/07/2024
verano,bebida_energizante,4,4,tlaquepaque,48,0,19/07/2024
verano,bebida_energizante,4,5,el_salto,54,0,19/07/2024
verano,bebida_energizante,4,6,tlajomulco,49,0,19/07/2024
verano,jugo,3,1,zapopan,70,0,19/07/2024
verano,jugo,3,2,guadalajara,82,0,19/07/2024
verano,jugo,3,3,tonala,81,0,19/07/2024
verano,jugo,3,4,tlaquepaque,91,0,19/07/2024
verano,jugo,3,5,el_salto,68,0,19/07/2024
verano,jugo,3,6,tlajomulco,82,0,19/07/2024
verano,refresco,1,1,zapopan,159,0,19/07/2024
verano,refresco,1,2,guadalajara,155,0,19/07/2024
verano,refresco,1,3,tonala,152,0,19/07/2024
verano,refresco,1,4,tlaquepaque,173,0,19/07/2024
verano,refresco,1,5,el_salto,152,0,19/07/2024
verano,refresco,1,6,tlajomulco,177,0,19/07/2024
verano,agua,2,1,zapopan,132,0,20/07/2024
verano,agua,2,2,guadalajara,122,0,20/07/2024
verano,agua,2,3,tonala,151,0,20/07/2024
verano,agua,2,4,tlaquepaque,135,0,20/07/2024
verano,agua,2,5,el_salto,123,0,20/07/2024
verano,agua,2,6,tlajomulco,144,0,20/07/2024
verano,bebida_energizante,4,1,zapopan,58,0,20/07/2024
verano,bebida_energizante,4,2,guadalajara,62,0,20/07/2024
verano,bebida_energizante,4,3,tonala,77,0,20/07/2024
verano,bebida_energizante,4,4,tlaquepaque,54,0,20/07/2024
verano,bebida_energizante,4,5,el_salto,57,0,20/07/2024
verano,bebida_energizante,4,6,tlajomulco,43,0,20/07/2024
verano,jugo,3,1,zapopan,88,0,20/07/2024
verano,jugo,3,2,guadalajara,82,0,20/07/2024
verano,jugo,3,3,tonala,68,0,20/07/2024
verano,jugo,3,4,tlaquepaque,86,0,20/07/2024
verano,jugo,3,5,el_salto,74,0,20/07/2024
verano,jugo,3,6,tlajomulco,85,0,20/07/2024
verano,refresco,1,1,zapopan,130,0,20/07/2024
verano,refresco,1,2,guadalajara,166,0,20/07/2024
verano,refresco,1,3,tonala,174,0,20/07/2024
verano,refresco,1,4,tlaquepaque,150,0,20/07/2024
verano,refresco,1,5,el_salto,168,0,20/07/2024
verano,refresco,1,6,tlajomulco,168,0,20/07/2024
verano,agua,2,1,zapopan,138,0,21/07/2024
verano,agua,2,2,guadalajara,123,0,21/07/2024
verano,agua,2,3,tonala,126,0,21/07/2024
verano,agua,2,4,tlaquepaque,136,0,21/07/2024
verano,agua,2,5,el_salto,142,0,21/07/2024
verano,agua,2,6,tlajomulco,137,0,21/07/2024
verano,bebida_energizante,4,1,zapopan,59,0,21/07/2024
verano,bebida_energizante,4,2,guadalajara,62,0,21/07/2024
verano,bebida_energizante,4,3,tonala,57,0,21/07/2024
verano,bebida_energizante,4,4,tlaquepaque,45,0,21/07/2024
verano,bebida_energizante,4,5,el_salto,43,0,21/07/2024
verano,bebida_energizante,4,6,tlajomulco,53,0,21/07/2024
verano,jugo,3,1,zapopan,69,0,21/07/2024
verano,jugo,3,2,guadalajara,76,0,21/07/2024
verano,jugo,3,3,tonala,65,0,21/07/2024
verano,jugo,3,4,tlaquepaque,77,0,21/07/2024
verano,jugo,3,5,el_salto,72,0,21/07/2024
verano,jugo,3,6,tlajomulco,98,0,21/07/2024
verano,refresco,1,1,zapopan,177,0,21/07/2024
verano,refresco,1,2,guadalajara,148,0,21/07/2024
verano,refresco,1,3,tonala,155,0,21/07/2024
verano,refresco,1,4,tlaquepaque,152,0,21/07/2024
verano,refresco,1,5,el_salto,169,0,21/07/2024
verano,refresco,1,6,tlajomulco,170,0,21/07/2024
verano,agua,2,1,zapopan,134,0,22/07/2024
verano,agua,2,2,guadalajara,128,0,22/07/2024
verano,agua,2,3,tonala,116,0,22/07/2024
verano,agua,2,4,tlaquepaque,128,0,22/07/2024
verano,agua,2,5,el_salto,137,0,22/07/2024
verano,agua,2,6,tlajomulco,133,0,22/07/2024
verano,bebida_energizante,4,1,zapopan,41,0,22/07/2024
verano,bebida_energizante,4,2,guadalajara,38,0,22/07/2024
verano,bebida_energizante,4,3,tonala,61,0,22/07/2024
verano,bebida_energizante,4,4,tlaquepaque,55,0,22/07/2024
verano,bebida_energizante,4,5,el_salto,48,0,22/07/2024
verano,bebida_energizante,4,6,tlajomulco,31,0,22/07/2024
verano,jugo,3,1,zapopan,96,0,22/07/2024
verano,jugo,3,2,guadalajara,70,0,22/07/2024
verano,jugo,3,3,tonala,79,0,22/07/2024
verano,jugo,3,4,tlaquepaque,78,0,22/07/2024
verano,jugo,3,5,el_salto,93,0,22/07/2024
verano,jugo,3,6,tlajomulco,71,0,22/07/2024
verano,refresco,1,1,zapopan,149,0,22/07/2024
verano,refresco,1,2,guadalajara,151,0,22/07/2024
verano,refresco,1,3,tonala,153,0,22/07/2024
verano,refresco,1,4,tlaquepaque,166,0,22/07/2024
verano,refresco,1,5,el_salto,160,0,22/07/2024
verano,refresco,1,6,tlajomulco,160,0,22/07/2024
verano,agua,2,1,zapopan,112,0,23/07/2024
verano,agua,2,2,guadalajara,118,0,23/07/2024
verano,agua,2,3,tonala,138,0,23/07/2024
verano,agua,2,4,tlaquepaque,142,0,23/07/2024
verano,agua,2,5,el_salto,136,0,23/07/2024
verano,agua,2,6,tlajomulco,104,0,23/07/2024
verano,bebida_energizante,4,1,zapopan,42,0,23/07/2024
verano,bebida_energizante,4,2,guadalajara,44,0,23/07/2024
verano,bebida_energizante,4,3,tonala,76,0,23/07/2024
verano,bebida_energizante,4,4,tlaquepaque,47,0,23/07/2024
verano,bebida_energizante,4,5,el_salto,56,0,23/07/2024
verano,bebida_energizante,4,6,tlajomulco,40,0,23/07/2024
verano,jugo,3,1,zapopan,64,0,23/07/2024
verano,jugo,3,2,guadalajara,68,0,23/07/2024
verano,jugo,3,3,tonala,82,0,23/07/2024
verano,jugo,3,4,tlaquepaque,75,0,23/07/2024
verano,jugo,3,5,el_salto,77,0,23/07/2024
verano,jugo,3,6,tlajomulco,80,0,23/07/2024
verano,refresco,1,1,zapopan,167,0,23/07/2024
verano,refresco,1,2,guadalajara,153,0,23/07/2024
verano,refresco,1,3,tonala,147,0,23/07/2024
verano,refresco,1,4,tlaquepaque,148,0,23/07/2024
verano,refresco,1,5,el_salto,141,0,23/07/2024
verano,refresco,1,6,tlajomulco,149,0,23/07/2024
verano,agua,2,1,zapopan,127,0,24/07/2024
verano,agua,2,2,guadalajara,140,0,24/07/2024
verano,agua,2,3,tonala,129,0,24/07/2024
verano,agua,2,4,tlaquepaque,132,0,24/07/2024
verano,agua,2,5,el_salto,133,0,24/07/2024
verano,agua,2,6,tlajomulco,127,0,24/07/2024
verano,bebida_energizante,4,1,zapopan,58,0,24/07/2024
verano,bebida_energizante,4,2,guadalajara,43,0,24/07/2024
verano,bebida_energizante,4,3,tonala,63,0,24/07/2024
verano,bebida_energizante,4,4,tlaquepaque,57,0,24/07/2024
verano,bebida_energizante,4,5,el_salto,51,0,24/07/2024
verano,bebida_energizante,4,6,tlajomulco,54,0,24/07/2024
verano,jugo,3,1,zapopan,90,0,24/07/2024
verano,jugo,3,2,guadalajara,73,0,24/07/2024
verano,jugo,3,3,tonala,72,0,24/07/2024
verano,jugo,3,4,tlaquepaque,70,0,24/07/2024
verano,jugo,3,5,el_salto,70,0,24/07/2024
verano,jugo,3,6,tlajomulco,80,0,24/07/2024
verano,refresco,1,1,zapopan,169,0,24/07/2024
verano,refresco,1,2,guadalajara,149,0,24/07/2024
verano,refresco,1,3,tonala,159,0,24/07/2024
verano,refresco,1,4,tlaquepaque,160,0,24/07/2024
verano,refresco,1,5,el_salto,151,0,24/07/2024
verano,refresco,1,6,tlajomulco,164,0,24/07/2024
verano,agua,2,1,zapopan,158,0,25/07/2024
verano,agua,2,2,guadalajara,122,0,25/07/2024
verano,agua,2,3,tonala,118,0,25/07/2024
verano,agua,2,4,tlaquepaque,110,0,25/07/2024
verano,agua,2,5,el_salto,129,0,25/07/2024
verano,agua,2,6,tlajomulco,141,0,25/07/2024
verano,bebida_energizante,4,1,zapopan,43,0,25/07/2024
verano,bebida_energizante,4,2,guadalajara,56,0,25/07/2024
verano,bebida_energizante,4,3,tonala,64,0,25/07/2024
verano,bebida_energizante,4,4,tlaquepaque,39,0,25/07/2024
verano,bebida_energizante,4,5,el_salto,63,0,25/07/2024
verano,bebida_energizante,4,6,tlajomulco,56,0,25/07/2024
verano,jugo,3,1,zapopan,87,0,25/07/2024
verano,jugo,3,2,guadalajara,74,0,25/07/2024
verano,jugo,3,3,tonala,75,0,25/07/2024
verano,jugo,3,4,tlaquepaque,83,0,25/07/2024
verano,jugo,3,5,el_salto,70,0,25/07/2024
verano,jugo,3,6,tlajomulco,80,0,25/07/2024
verano,refresco,1,1,zapopan,171,0,25/07/2024
verano,refresco,1,2,guadalajara,149,0,25/07/2024
verano,refresco,1,3,tonala,146,0,25/07/2024
verano,refresco,1,4,tlaquepaque,162,0,25/07/2024
verano,refresco,1,5,el_salto,151,0,25/07/2024
verano,refresco,1,6,tlajomulco,166,0,25/07/2024
verano,agua,2,1,zapopan,122,0,26/07/2024
verano,agua,2,2,guadalajara,119,0,26/07/2024
verano,agua,2,3,tonala,107,0,26/07/2024
verano,agua,2,4,tlaquepaque,139,0,26/07/2024
verano,agua,2,5,el_salto,120,0,26/07/2024
verano,agua,2,6,tlajomulco,132,0,26/07/2024
verano,bebida_energizante,4,1,zapopan,37,0,26/07/2024
verano,bebida_energizante,4,2,guadalajara,47,0,26/07/2024
verano,bebida_energizante,4,3,tonala,60,0,26/07/2024
verano,bebida_energizante,4,4,tlaquepaque,57,0,26/07/2024
verano,bebida_energizante,4,5,el_salto,43,0,26/07/2024
verano,bebida_energizante,4,6,tlajomulco,42,0,26/07/2024
verano,jugo,3,1,zapopan,78,0,26/07/2024
verano,jugo,3,2,guadalajara,76,0,26/07/2024
verano,jugo,3,3,tonala,94,0,26/07/2024
verano,jugo,3,4,tlaquepaque,63,0,26/07/2024
verano,jugo,3,5,el_salto,87,0,26/07/2024
verano,jugo,3,6,tlajomulco,90,0,26/07/2024
verano,refresco,1,1,zapopan,156,0,26/07/2024
verano,refresco,1,2,guadalajara,174,0,26/07/2024
verano,refresco,1,3,tonala,166,0,26/07/2024
verano,refresco,1,4,tlaquepaque,161,0,26/07/2024
verano,refresco,1,5,el_salto,152,0,26/07/2024
verano,refresco,1,6,tlajomulco,167,0,26/07/2024
verano,agua,2,1,zapopan,113,0,27/07/2024
verano,agua,2,2,guadalajara,113,0,27/07/2024
verano,agua,2,3,tonala,123,0,27/07/2024
verano,agua,2,4,tlaquepaque,124,0,27/07/2024
verano,agua,2,5,el_salto,138,0,27/07/2024
verano,agua,2,6,tlajomulco,123,0,27/07/2024
verano,bebida_energizante,4,1,zapopan,37,0,27/07/2024
verano,bebida_energizante,4,2,guadalajara,63,0,27/07/2024
verano,bebida_energizante,4,3,tonala,52,0,27/07/2024
verano,bebida_energizante,4,4,tlaquepaque,43,0,27/07/2024
verano,bebida_energizante,4,5,el_salto,51,0,27/07/2024
verano,bebida_energizante,4,6,tlajomulco,45,0,27/07/2024
verano,jugo,3,1,zapopan,80,0,27/07/2024
verano,jugo,3,2,guadalajara,80,0,27/07/2024
verano,jugo,3,3,tonala,76,0,27/07/2024
verano,jugo,3,4,tlaquepaque,99,0,27/07/2024
verano,jugo,3,5,el_salto,65,0,27/07/2024
verano,jugo,3,6,tlajomulco,82,0,27/07/2024
verano,refresco,1,1,zapopan,147,0,27/07/2024
verano,refresco,1,2,guadalajara,160,0,27/07/2024
verano,refresco,1,3,tonala,135,0,27/07/2024
verano,refresco,1,4,tlaquepaque,151,0,27/07/2024
verano,refresco,1,5,el_salto,140,0,27/07/2024
verano,refresco,1,6,tlajomulco,158,0,27/07/2024
verano,agua,2,1,zapopan,118,0,28/07/2024
verano,agua,2,2,guadalajara,120,0,28/07/2024
verano,agua,2,3,tonala,137,0,28/07/2024
verano,agua,2,4,tlaquepaque,130,0,28/07/2024
verano,agua,2,5,el_salto,121,0,28/07/2024
verano,agua,2,6,tlajomulco,131,0,28/07/2024
verano,bebida_energizante,4,1,zapopan,45,0,28/07/2024
verano,bebida_energizante,4,2,guadalajara,57,0,28/07/2024
verano,bebida_energizante,4,3,tonala,45,0,28/07/2024
verano,bebida_energizante,4,4,tlaquepaque,43,0,28/07/2024
verano,bebida_energizante,4,5,el_salto,53,0,28/07/2024
verano,bebida_energizante,4,6,tlajomulco,45,0,28/07/2024
verano,jugo,3,1,zapopan,79,0,28/07/2024
verano,jugo,3,2,guadalajara,63,0,28/07/2024
verano,jugo,3,3,tonala,70,0,28/07/2024
verano,jugo,3,4,tlaquepaque,83,0,28/07/2024
verano,jugo,3,5,el_salto,71,0,28/07/2024
verano,jugo,3,6,tlajomulco,66,0,28/07/2024
verano,refresco,1,1,zapopan,158,0,28/07/2024
verano,refresco,1,2,guadalajara,147,0,28/07/2024
verano,refresco,1,3,tonala,155,0,28/07/2024
verano,refresco,1,4,tlaquepaque,154,0,28/07/2024
verano,refresco,1,5,el_salto,158,0,28/07/2024
verano,refresco,1,6,tlajomulco,168,0,28/07/2024
verano,agua,2,1,zapopan,146,0,29/07/2024
verano,agua,2,2,guadalajara,136,0,29/07/2024
verano,agua,2,3,tonala,123,0,29/07/2024
verano,agua,2,4,tlaquepaque,129,0,29/07/2024
verano,agua,2,5,el_salto,139,0,29/07/2024
verano,agua,2,6,tlajomulco,131,0,29/07/2024
verano,bebida_energizante,4,1,zapopan,57,0,29/07/2024
verano,bebida_energizante,4,2,guadalajara,54,0,29/07/2024
verano,bebida_energizante,4,3,tonala,54,0,29/07/2024
verano,bebida_energizante,4,4,tlaquepaque,50,0,29/07/2024
verano,bebida_energizante,4,5,el_salto,47,0,29/07/2024
verano,bebida_energizante,4,6,tlajomulco,36,0,29/07/2024
verano,jugo,3,1,zapopan,72,0,29/07/2024
verano,jugo,3,2,guadalajara,81,0,29/07/2024
verano,jugo,3,3,tonala,82,0,29/07/2024
verano,jugo,3,4,tlaquepaque,76,0,29/07/2024
verano,jugo,3,5,el_salto,67,0,29/07/2024
verano,jugo,3,6,tlajomulco,88,0,29/07/2024
verano,refresco,1,1,zapopan,160,0,29/07/2024
verano,refresco,1,2,guadalajara,129,0,29/07/2024
verano,refresco,1,3,tonala,176,0,29/07/2024
verano,refresco,1,4,tlaquepaque,175,0,29/07/2024
verano,refresco,1,5,el_salto,161,0,29/07/2024
verano,refresco,1,6,tlajomulco,150,0,29/07/2024
verano,agua,2,1,zapopan,127,0,30/07/2024
verano,agua,2,2,guadalajara,138,0,30/07/2024
verano,agua,2,3,tonala,130,0,30/07/2024
verano,agua,2,4,tlaquepaque,143,0,30/07/2024
verano,agua,2,5,el_salto,147,0,30/07/2024
verano,agua,2,6,tlajomulco,129,0,30/07/2024
verano,bebida_energizante,4,1,zapopan,57,0,30/07/2024
verano,bebida_energizante,4,2,guadalajara,51,0,30/07/2024
verano,bebida_energizante,4,3,tonala,37,0,30/07/2024
verano,bebida_energizante,4,4,tlaquepaque,56,0,30/07/2024
verano,bebida_energizante,4,5,el_salto,74,0,30/07/2024
verano,bebida_energizante,4,6,tlajomulco,61,0,30/07/2024
verano,jugo,3,1,zapopan,84,0,30/07/2024
verano,jugo,3,2,guadalajara,79,0,30/07/2024
verano,jugo,3,3,tonala,73,0,30/07/2024
verano,jugo,3,4,tlaquepaque,67,0,30/07/2024
verano,jugo,3,5,el_salto,84,0,30/07/2024
verano,jugo,3,6,tlajomulco,64,0,30/07/2024
verano,refresco,1,1,zapopan,155,0,30/07/2024
verano,refresco,1,2,guadalajara,162,0,30/07/2024
verano,refresco,1,3,tonala,154,0,30/07/2024
verano,refresco,1,4,tlaquepaque,154,0,30/07/2024
verano,refresco,1,5,el_salto,157,0,30/07/2024
verano,refresco,1,6,tlajomulco,149,0,30/07/2024
verano,agua,2,1,zapopan,130,0,31/07/2024
verano,agua,2,2,guadalajara,134,0,31/07/2024
verano,agua,2,3,tonala,132,0,31/07/2024
verano,agua,2,4,tlaquepaque,126,0,31/07/2024
verano,agua,2,5,el_salto,132,0,31/07/2024
verano,agua,2,6,tlajomulco,121,0,31/07/2024
verano,bebida_energizante,4,1,zapopan,39,0,31/07/2024
verano,bebida_energizante,4,2,guadalajara,49,0,31/07/2024
verano,bebida_energizante,4,3,tonala,38,0,31/07/2024
verano,bebida_energizante,4,4,tlaquepaque,38,0,31/07/2024
verano,bebida_energizante,4,5,el_salto,48,0,31/07/2024
verano,bebida_energizante,4,6,tlajomulco,73,0,31/07/2024
verano,jugo,3,1,zapopan,89,0,31/07/2024
verano,jugo,3,2,guadalajara,89,0,31/07/2024
verano,jugo,3,3,tonala,52,0,31/07/2024
verano,jugo,3,4,tlaquepaque,91,0,31/07/2024
verano,jugo,3,5,el_salto,73,0,31/07/2024
verano,jugo,3,6,tlajomulco,72,0,31/07/2024
verano,refresco,1,1,zapopan,167,0,31/07/2024
verano,refresco,1,2,guadalajara,154,0,31/07/2024
verano,refresco,1,3,tonala,156,0,31/07/2024
verano,refresco,1,4,tlaquepaque,167,0,31/07/2024
verano,refresco,1,5,el_salto,161,0,31/07/2024
verano,refresco,1,6,tlajomulco,150,0,31/07/2024
verano,agua,2,1,zapopan,136,0,01/08/2024
verano,agua,2,2,guadalajara,118,0,01/08/2024
verano,agua,2,3,tonala,129,0,01/08/2024
verano,agua,2,4,tlaquepaque,148,0,01/08/2024
verano,agua,2,5,el_salto,135,0,01/08/2024
verano,agua,2,6,tlajomulco,133,0,01/08/2024
verano,bebida_energizante,4,1,zapopan,61,0,01/08/2024
verano,bebida_energizante,4,2,guadalajara,40,0,01/08/2024
verano,bebida_energizante,4,3,tonala,52,0,01/08/2024
verano,bebida_energizante,4,4,tlaquepaque,62,0,01/08/2024
verano,bebida_energizante,4,5,el_salto,44,0,01/08/2024
verano,bebida_energizante,4,6,tlajomulco,53,0,01/08/2024
verano,jugo,3,1,zapopan,77,0,01/08/2024
verano,jugo,3,2,guadalajara,90,0,01/08/2024
verano,jugo,3,3,tonala,88,0,01/08/2024
verano,jugo,3,4,tlaquepaque,73,0,01/08/2024
verano,jugo,3,5,el_salto,82,0,01/08/2024
verano,jugo,3,6,tlajomulco,83,0,01/08/2024
verano,refresco,1,1,zapopan,164,0,01/08/2024
verano,refresco,1,2,guadalajara,149,0,01/08/2024
verano,refresco,1,3,tonala,144,0,01/08/2024
verano,refresco,1,4,tlaquepaque,159,0,01/08/2024
verano,refresco,1,5,el_salto,157,0,01/08/2024
verano,refresco,1,6,tlajomulco,151,0,01/08/2024
verano,agua,2,1,zapopan,121,0,02/08/2024
verano,agua,2,2,guadalajara,123,0,02/08/2024
verano,agua,2,3,tonala,134,0,02/08/2024
verano,agua,2,4,tlaquepaque,121,0,02/08/2024
verano,agua,2,5,el_salto,137,0,02/08/2024
verano,agua,2,6,tlajomulco,131,0,02/08/2024
verano,bebida_energizante,4,1,zapopan,42,0,02/08/2024
verano,bebida_energizante,4,2,guadalajara,50,0,02/08/2024
verano,bebida_energizante,4,3,tonala,49,0,02/08/2024
verano,bebida_energizante,4,4,tlaquepaque,55,0,02/08/2024
verano,bebida_energizante,4,5,el_salto,45,0,02/08/2024
verano,bebida_energizante,4,6,tlajomulco,57,0,02/08/2024
verano,jugo,3,1,zapopan,62,0,02/08/2024
verano,jugo,3,2,guadalajara,87,0,02/08/2024
verano,jugo,3,3,tonala,79,0,02/08/2024
verano,jugo,3,4,tlaquepaque,85,0,02/08/2024
verano,jugo,3,5,el_salto,94,0,02/08/2024
verano,jugo,3,6,tlajomulco,90,0,02/08/2024
verano,refresco,1,1,zapopan,155,0,02/08/2024
verano,refresco,1,2,guadalajara,147,0,02/08/2024
verano,refresco,1,3,tonala,149,0,02/08/2024
verano,refresco,1,4,tlaquepaque,161,0,02/08/2024
verano,refresco,1,5,el_salto,150,0,02/08/2024
verano,refresco,1,6,tlajomulco,156,0,02/08/2024
verano,agua,2,1,zapopan,116,0,03/08/2024
verano,agua,2,2,guadalajara,122,0,03/08/2024
verano,agua,2,3,tonala,156,0,03/08/2024
verano,agua,2,4,tlaquepaque,100,0,03/08/2024
verano,agua,2,5,el_salto,139,0,03/08/2024
verano,agua,2,6,tlajomulco,134,0,03/08/2024
verano,bebida_energizante,4,1,zapopan,53,0,03/08/2024
verano,bebida_energizante,4,2,guadalajara,65,0,03/08/2024
verano,bebida_energizante,4,3,tonala,43,0,03/08/2024
verano,bebida_energizante,4,4,tlaquepaque,46,0,03/08/2024
verano,bebida_energizante,4,5,el_salto,48,0,03/08/2024
verano,bebida_energizante,4,6,tlajomulco,40,0,03/08/2024
verano,jugo,3,1,zapopan,62,0,03/08/2024
verano,jugo,3,2,guadalajara,80,0,03/08/2024
verano,jugo,3,3,tonala,60,0,03/08/2024
verano,jugo,3,4,tlaquepaque,83,0,03/08/2024
verano,jugo,3,5,el_salto,90,0,03/08/2024
verano,jugo,3,6,tlajomulco,76,0,03/08/2024
verano,refresco,1,1,zapopan,152,0,03/08/2024
verano,refresco,1,2,guadalajara,158,0,03/08/2024
verano,refresco,1,3,tonala,145,0,03/08/2024
verano,refresco,1,4,tlaquepaque,158,0,03/08/2024
verano,refresco,1,5,el_salto,142,0,03/08/2024
verano,refresco,1,6,tlajomulco,153,0,03/08/2024
verano,agua,2,1,zapopan,126,0,04/08/2024
verano,agua,2,2,guadalajara,128,0,04/08/2024
verano,agua,2,3,tonala,150,0,04/08/2024
verano,agua,2,4,tlaquepaque,109,0,04/08/2024
verano,agua,2,5,el_salto,141,0,04/08/2024
verano,agua,2,6,tlajomulco,137,0,04/08/2024
verano,bebida_energizante,4,1,zapopan,40,0,04/08/2024
verano,bebida_energizante,4,2,guadalajara,41,0,04/08/2024
verano,bebida_energizante,4,3,tonala,53,0,04/08/2024
verano,bebida_energizante,4,4,tlaquepaque,49,0,04/08/2024
verano,bebida_energizante,4,5,el_salto,62,0,04/08/2024
verano,bebida_energizante,4,6,tlajomulco,58,0,04/08/2024
verano,jugo,3,1,zapopan,79,0,04/08/2024
verano,jugo,3,2,guadalajara,78,0,04/08/2024
verano,jugo,3,3,tonala,87,0,04/08/2024
verano,jugo,3,4,tlaquepaque,73,0,04/08/2024
verano,jugo,3,5,el_salto,90,0,04/08/2024
verano,jugo,3,6,tlajomulco,88,0,04/08/2024
verano,refresco,1,1,zapopan,154,0,04/08/2024
verano,refresco,1,2,guadalajara,153,0,04/08/2024
verano,refresco,1,3,tonala,159,0,04/08/2024
verano,refresco,1,4,tlaquepaque,154,0,04/08/2024
verano,refresco,1,5,el_salto,152,0,04/08/2024
verano,refresco,1,6,tlajomulco,139,0,04/08/2024
verano,agua,2,1,zapopan,149,0,05/08/2024
verano,agua,2,2,guadalajara,130,0,05/08/2024
verano,agua,2,3,tonala,136,0,05/08/2024
verano,agua,2,4,tlaquepaque,121,0,05/08/2024
verano,agua,2,5,el_salto,122,0,05/08/2024
verano,agua,2,6,tlajomulco,138,0,05/08/2024
verano,bebida_energizante,4,1,zapopan,61,0,05/08/2024
verano,bebida_energizante,4,2,guadalajara,65,0,05/08/2024
verano,bebida_energizante,4,3,tonala,37,0,05/08/2024
verano,bebida_energizante,4,4,tlaquepaque,72,0,05/08/2024
verano,bebida_energizante,4,5,el_salto,51,0,05/08/2024
verano,bebida_energizante,4,6,tlajomulco,28,0,05/08/2024
verano,jugo,3,1,zapopan,65,0,05/08/2024
verano,jugo,3,2,guadalajara,66,0,05/08/2024
verano,jugo,3,3,tonala,81,0,05/08/2024
verano,jugo,3,4,tlaquepaque,98,0,05/08/2024
verano,jugo,3,5,el_salto,78,0,05/08/2024
verano,jugo,3,6,tlajomulco,89,0,05/08/2024
verano,refresco,1,1,zapopan,165,0,05/08/2024
verano,refresco,1,2,guadalajara,162,0,05/08/2024
verano,refresco,1,3,tonala,156,0,05/08/2024
verano,refresco,1,4,tlaquepaque,146,0,05/08/2024
verano,refresco,1,5,el_salto,150,0,05/08/2024
verano,refresco,1,6,tlajomulco,175,0,05/08/2024
verano,agua,2,1,zapopan,138,0,06/08/2024
verano,agua,2,2,guadalajara,144,0,06/08/2024
verano,agua,2,3,tonala,127,0,06/08/2024
verano,agua,2,4,tlaquepaque,137,0,06/08/2024
verano,agua,2,5,el_salto,135,0,06/08/2024
verano,agua,2,6,tlajomulco,119,0,06/08/2024
verano,bebida_energizante,4,1,zapopan,40,0,06/08/2024
verano,bebida_energizante,4,2,guadalajara,56,0,06/08/2024
verano,bebida_energizante,4,3,tonala,51,0,06/08/2024
verano,bebida_energizante,4,4,tlaquepaque,56,0,06/08/2024
